Municipio,obitos_p/Residência
521900 SANCLERLANDIA,34
521910 SANTA BARBARA DE GOIAS,44
521920 SANTA CRUZ DE GOIAS,15
521925 SANTA FE DE GOIAS,35
521930 SANTA HELENA DE GOIAS,258
521935 SANTA ISABEL,25
521940 SANTA RITA DO ARAGUAIA,31
521945 SANTA RITA DO NOVO DESTINO,10
521950 SANTA ROSA DE GOIAS,25
521960 SANTA TEREZA DE GOIAS,22
521970 SANTA TEREZINHA DE GOIAS,77
521971 SANTO ANTONIO DA BARRA,31
521973 SANTO ANTONIO DE GOIAS,32
521975 SANTO ANTONIO DO DESCOBERTO,310
521980 SAO DOMINGOS,49
521990 SAO FRANCISCO DE GOIAS,28
522000 SAO JOAO D'ALIANCA,39
522005 SAO JOAO DA PARAUNA,15
522010 SAO LUIS DE MONTES BELOS,207
522015 SAO LUIZ DO NORTE,39
522020 SAO MIGUEL DO ARAGUAIA,156
522026 SAO MIGUEL DO PASSA QUATRO,26
522028 SAO PATRICIO,12
522040 SAO SIMAO,135
522045 SENADOR CANEDO,608
522050 SERRANOPOLIS,37
522060 SILVANIA,99
522068 SIMOLANDIA,31
522070 SITIO D'ABADIA,10
522100 TAQUARAL DE GOIAS,31
522108 TERESINA DE GOIAS,17
522119 TEREZOPOLIS DE GOIAS,22
522130 TRES RANCHOS,21
522140 TRINDADE,743
522145 TROMBAS,21
522150 TURVANIA,26
522155 TURVELANDIA,19
522157 UIRAPURU,15
522160 URUACU,249
522170 URUANA,103
522180 URUTAI,19
522185 VALPARAISO DE GOIAS,579
522190 VARJAO,24
522200 VIANOPOLIS,82
522205 VICENTINOPOLIS,43
522220 VILA BOA,27
522230 VILA PROPICIO,23
530010 BRASILIA,11975
Total,1260774
